nameCd,group,growthForm,size,part_Name1,part_Text1,part_Name2,part_Text2,part_Name3,part_Text3,part_Name4,part_Text4,part_Name5,part_Text5,part_Name6,part_Text6,part_Name7,part_Text7,part_Name8,part_Text8,part_Name9,part_Text9,part_Name10,part_Text10,simSp_comments,simSp_nameCd1,simSp_nameCd2,simSp_nameCd3,simSp_nameCd4,simSp_nameCd5,simSp_nameCd6,simSp_linkUri1,simSp_linkText1,simSp_linkUri2,simSp_linkText2,flowering,habitatEcology,nativity,notes_comments,notes_linkUri1,notes_linkText1,notes_linkUri2,notes_linkText2,notes_linkUri3,notes_linkText3,etymology_comments,etymology_linkUri1,etymology_linkText1,etymology_linkUri2,etymology_linkText2,etymology_linkUri3,etymology_linkText3,furtherInfo_comments,furtherInfo_linkUri1,furtherInfo_linkText1,furtherInfo_linkUri2,furtherInfo_linkText2,furtherInfo_linkUri3,furtherInfo_linkText3,furtherInfo_linkUri4,furtherInfo_linkText4,furtherInfo_linkUri5,furtherInfo_linkText5,furtherInfo_linkUri6,furtherInfo_linkText6,furtherInfo_linkUri7,furtherInfo_linkText7,furtherInfo_linkUri8,furtherInfo_linkText8,furtherInfo_linkUri9,furtherInfo_linkText9,furtherInfo_linkUri10,furtherInfo_linkText10,references_citation1,references_citation2,references_citation3,references_citation4,references_citation5,references_citation6,references_citation7,references_citation8,references_citation9,references_citation10,references_linkUri1,references_linkText1,references_linkUri2,references_linkText2,references_linkUri3,references_linkText3,references_linkUri4,references_linkText4,references_linkUri5,references_linkText5,references_linkUri6,references_linkText6,references_linkUri7,references_linkText7,references_linkUri8,references_linkText8,references_linkUri9,references_linkText9,references_linkUri10,references_linkText10,ilBn,ilCk,ilDk,ilDp,ilGd,ilKd,ilKk,ilKn,ilLk,ilMh,ilWl,inJs,inLk,inLp,inNt,inPt,inSj,inSk,miBr,wiKs,wiMw,wiRc,wiWk,wiWw
CAPE3,PLANT,DUMMYDATA,"Annual or biennial herb, to 0.6 m tall, erect or spreading.",Stems,"multiple, from a weak taproot, branching, green to purplish, round to angled in cross section, hairy towards base (occasionally hairy throughout).",Basal leaves,"few or none at flowering, alternate, stalked, to 10 cm long, to 3 cm wide, pinnately divided, with 2 - 3 pairs of lateral leaflets. Terminal leaflet 1 - 2 cm wide, leaflet reverse egg-shaped (with the narrow end toward the stem) to orbicular, margins somewhat 3-lobed. Occasional specimens may have marginal hairs along the leafstalks.",Stem leaves,"4 - 10 or more, alternate, stalked, mainly 4 - 8 cm long, pinnately divided, with 2 - 3 pairs of lateral leaflets. Terminal leaflet triangular to reverse egg-shaped (with the narrow end toward the stem), margins somewhat 3-lobed. Lateral leaflets 3 - 8 mm long, broadly oblong to oval, margins non-toothed to 1- to 2-lobed, with their bases extending down along the leaf axis. Upper leaves have more leaflets than the lower ones. Occasional specimens may have marginal hairs along the leafstalks.",Flowers,"in a loose, branched cluster, stalked, white, 1.5 - 4 mm long. Sepals 4, green. Petals 4, longer than sepals. Stamens 6: 4 tall, 2 short.",Fruit,"a narrow pod, erect on an ascending stalk, 2 - 3 cm long, cylindrical, smooth, with a 0.5 - 2 mm long beak.",,,,,,,,,,,"Similar to <i>Cardamine parviflora</i> and <i>C. parviflora</i> var. <i>arenicola</i> but larger and in wetter habitats. The terminal leaflet of <i>C. parviflora</i> and <i>C. parviflora</i> var. <i>arenicola</i> is about the same width as the lateral leaflets, and the leaflet base does not extend down along the leaf axis. The stem leaves of <i>C. hirsuta</i> have a marginal fringe of hairs at the base of their leafstalks.",CAPA12,CAPAA2,CAHI3,,,,,,,,late April to mid October,"Typically found in wet areas in various habitats. In the Chicago Region it has been found growing in moist wooded areas, often where water has stood earlier in the season. It also occurs in the springy portions of rich woods, mudflats, moist clay soil of fallow fields, and disturbed sandy fields.",native,,,,,,,,"<i>Cardamine</i> comes from the Greek word <i>kárdamon</i>, which refers to plants in the cress family. <i>Pensylvanica</i> means “from Pennsylvania.”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,,has other records,,,has other records
CAPRP2,PLANT,DUMMYDATA,"Perennial herb, 20 cm - 0.5 m tall, erect.",Basal leaves,"3 - 8, long-stalked, pinnately divided. Leaflets 5 - 20 mm long, broadly oval to kidney-shaped. Terminal leaflet largest, non-toothed or nearly so.",Stem leaves,"alternate, stalked, lowest like the basal, others smaller, pinnately divided, with 7 - 17 leaflets. Lateral leaflets tend to be short-stalked. Lower leaflets oval to oblong (similar to basal), upper ones linear.",Flowers,"in a dense, branched cluster, stalked, white, 7 - 15 mm long. Petals 4. Stamens 6: 4 tall, 2 short.",Fruit,"a narrow pod, mostly erect on an ascending stalk, 2.5 - 4 cm long, cylindrical, with a 1 - 2 mm long beak.",,,,,,,,,,,,,<i>Cardamine pratensis</i> and <i>C. pratensis</i> var. <i>palustris</i> are the only species of <i>Cardamine</i> in the Chicago Region with 7 mm long or longer flower petals and pinnately divided leaves.,CAPR3,,,,,,,,,,early May to early June,"Typically found in bogs and swamps throughout most of Canada, but extends south into parts of the United States. It is very rare in the Chicago Region.",native,,,,,,,,"<i>Cardamine</i> comes from the Greek word <i>kárdamon</i>, which refers to plants in the cress family. <i>Pratensis</i> means “of the meadows.” <i>Palustris</i> means “marsh-loving.”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,has other records,,,has other records,,,,,,,,,has other records,,has other records
CAPR3,PLANT,DUMMYDATA,"Perennial herb, 20 cm - 0.5 m tall, erect.",Basal leaves,"3 - 8, long-stalked, pinnately divided. Leaflets 5 - 20 mm long, broadly oval to kidney-shaped. Terminal leaflet largest, toothed.",Stem leaves,"alternate, stalked, lowest like the basal, others smaller, pinnately divided, with 7 - 17 leaflets. Lateral leaflets tend to be stalkless. Lower leaflets oval to oblong (similar to basal), upper ones linear.",Flowers,"in a dense, branched cluster, stalked, pinkish, 7 - 15 mm long. Petals 4. Stamens 6: 4 tall, 2 short.",Fruit,"a narrow pod, mostly erect on an ascending stalk, 2.5 - 4 cm long, cylindrical, with a 1 - 2 mm long beak.",,,,,,,,,,,,,<i>Cardamine pratensis</i> and <i>C. pratensis</i> var. <i>palustris</i> are the only species of <i>Cardamine</i> in the Chicago Region with 7 mm long or longer flower petals and pinnately divided leaves.,CAPRP2,,,,,,,,,,early May to early June,"Typical of wet areas, such as bogs and marshes. It is rare in the Chicago Region, and has been extirpated from Lake County, Indiana. There it grew along the Grand Calumet and Little Calumet rivers.",native,,,,,,,,"<i>Cardamine</i> comes from the Greek word <i>kárdamon</i>, which refers to plants in the cress family. <i>Pratensis</i> means “of the meadows.”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,,,,,,,,,has other records,,
CAPU6,PLANT,DUMMYDATA,"Perennial herb, to 0.6 m tall, erect, spreading.",Stems,"short-hairy below, becoming less hairy upwards.",Leaves,"alternate, appearing to clasp the stem, to 9 cm long, to 4 cm wide, arrow-shaped, margins irregularly toothed or non-toothed.",Flowers,"in a dense, branched cluster (raceme). Racemes numerous. Sepals four, 2 - 2.5 mm long, hairy. Petals four, white, bases narrowed. Stamens six.",Fruit,"an indehiscent pod (silicle), 3 - 4.5 mm long, 2.5 - 4.5 mm wide, inflated, rounded with a point, divided into two segments, hairy. Seeds one per chamber.",,,,,,,,,,,,,,,,,,,,,,,,,"Rare in the Chicago Region, with a single collection made in 1941 in Walworth County, Wisconsin. Look for this species in fields, along roadsides, and in disturbed areas.",non-native,Probably introduced from Eurasia.,,,,,,,"<i>Cardaria</i> comes from the Greek word <i>kardia</i>, meaning heart, which refers to the nearly heart-shaped seeds. <i>Pubescens</i> means downy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,,
CHTE2,PLANT,DUMMYDATA,"Annual herb, 2 - 4 m tall, widely branching.",Stems,"multiple from the base, from a large taproot, branching, glandular-hairy. Glands yellowish orange.",Leaves,"alternate, stalked, 3 - 10 cm long, to 4 cm wide, lance-shaped to narrowly egg-shaped, margins shallowly lobed to toothed (mostly lower leaves) or wavy, lobes sometimes pointed, glandular-hairy.",Flowers,"borne terminally on a branch, in a loose, branched cluster (raceme). Racemes to 25 cm long with glandular-hairy stalks. Sepals four, purplish, to 6 mm long, 1.2 mm wide, linear, forming a “tube” beneath the petals, glandular-hairy. Petals four, bluish purple, about 1.2 cm long, bases narrowed. Stamens six. Anthers yellow.",Fruit,"a long, narrow pod, thick-stalked (stalk to 5 mm long), ascending, 2 - 3 cm long (without beak), cylindrical, upcurved, glandular-hairy, with a 1 - 2 cm long beak. Seeds many.",,,,,,,,,,,,,,,,,,,,,,,,late April to early June,"An uncommon plant found in nurseries, stockyards, and along railroads. While once more abundant in the Chicago Region, it has virtually disappeared since its discovery and peak of incidence around mid 1970’s.",non-native,Introduced from Asia. Established as a weed in the western United States.,,,,,,,"<i>Chorispora</i> comes from the Greek word <i>chori</i>, meaning separate or apart, and <i>spora</i>, meaning seed, which refers to the separate fruits. <i>Tenella</i> means tender or delicate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,,has other records,has other records,has other records,has other records,,has other records,,,,has other records,,,,,,,,,,,has other records
COMOR,PLANT,DUMMYDATA,Annual or short-lived perennial herb.,Stem,smooth to sparingly hairy.,Leaves,"alternate, one to two times pinnately divided, not clasping, leathery, with a somewhat whitish waxy coating (glaucous).",Flowers,"yellow. Petals four, 1.5 cm long or more. Stamens six.",Fruit,"a long, narrow pod, 5 - 9 cm long, with a 0.5 - 2 cm long beak. Beaks contain one to three seeds.",,,,,,,,,,,,,"<i>Coincya monensis</i> ssp. <i>recurvata</i> resembles <i>Diplotaxis</i>, which has petals less than 15 mm long and pods no more than 6 cm long. No other plant in the Brassicaceae family with non-clasping stem leaves has petals more than 13 mm long or such pinnately divided stem leaves.",DIMU2,DITE4,,,,,,,,,late May to late August,"A rare weed in the Chicago Region, occurring in sandy, weedy areas along railroads and roadsides. Known only from Berrien County, Michigan.",non-native,Introduced from Europe.,,,,,,,<i>Recurvata</i> means “bent backwards.”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records
COOR,PLANT,DUMMYDATA,"Annual herb, to 0.8 m tall, erect.",Lower leaves,narrowed to the base.,Upper leaves,"alternate, clasping, pale, oval to elliptic or oblong, bases heart-shaped, tips broadly rounded, margins non-toothed.",Flowers,"in a dense, branched cluster (raceme), which is borne terminally on a stem. Sepals erect. Petals four, cream-colored to yellowish white, 1 - 1.2 cm long. Stamens six.",Fruit,"a long, narrow pod (silique), widely spreading, often slightly drooping, 8 - 12 cm long, 2 - 3 mm wide, four-angled.",,,,,,,,,,,,,,,,,,,,,,,,mid May to early June,"<i>Conringia orientalis</i> was once more common in the Chicago Region. It has been found growing near a ditch, in a cultivated field overgrown with weeds, and along a railroad. Look for it along railroads and in disturbed areas.",non-native,Introduced from Europe.,,,,,,,"<i>Conringia</i> is named after H. Conring (1606-1681), a professor at Helmstadt, Germany. <i>Orientalis</i> means “oriental.”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,has other records,has other records,has other records,,,,,has other records,,,has other records,has other records,has other records,has other records,,,,,,,has other records,,
CODI6,PLANT,DUMMYDATA,"Annual or biennial herb, 10 - 40 cm tall, decumbent or ascending.",Stems,"rounded, multiple from the base, from a long taproot, branching from a central point, smooth or thinly hairy.",Leaves,"alternate, pinnately divided, short-stalked, 4 - 5 cm long, to 2 cm wide, oblong, smooth. Leaf segments opposite, linear-elliptic to linear-oblong, tips pointed, margins non-toothed or with a few teeth. There is a foul odor when the leaves are crushed.",Flowers,"in a loose, 1 - 4 cm long branched cluster (raceme), which is borne opposite a stem leaf. Sepals four, oval. Petals four, white to greenish, tiny, barely exceeding sepals. Stamens six, sometimes two.",Fruit,"a short, round pod, tightly clustered, occurring in pairs, 1.7 - 3 mm long, flattened, coarsely wrinkled, notched at top and bottom, without a wing.",,,,,,,,,,,,,,,,,,,,,,,,late June to mid August,"Rare in the Chicago Region. This weed has been found growing in a flowerbed, a vacant lot, the edge of a lawn, and in a shaded nursery area.",non-native,Introduced from Europe.,,,,,,,"<i>Coronopus</i> comes from the Greek word <i>korone</i>, meaning crown, and <i>pous</i>, meaning foot, which refers to the cleft leaves. <i>Didymus</i> means “in pairs.”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,,,,,,,,,,,has other records,,,,,,,,,,,
DEPIB,PLANT,DUMMYDATA,"Annual or biennial herb, 20 cm - 0.7 m tall, erect.",Stems,"usually multiple, from a stout taproot, branching above, dense hairy-glandular (some of the hairs branched).",Leaves,"alternate, one to three times pinnately divided, stalkless, to 15 cm long, to 7 cm wide, becoming smaller upward and less dissected, oblong, hairy-glandular (some of the hairs branched). Leafstalks grooved above.",Flowers,"in a loose, branched cluster (raceme), which is borne terminally on a stem. Racemes to 30 cm long, hairy-glandular. Sepals four, egg-shaped. Petals four, yellow, small (flowers 2 - 4 mm wide), slightly recurved. Stamens six.",Fruit,"a pod (silique), erect or ascending, widely spreading, 6 mm - 1.3 cm long, 1 - 2 mm wide, three to eight times as long, club-shaped. Seeds in two rows in each chamber.",,,,,,,,,,,,,"<i>Descurainia sophia</i> is similar but has longer pods, densely whitish-hairy (not hairy-glandular) stems, and leaves which are slightly more divided.",DESO2,,,,,,,,,,late April to mid June,"Occurs on limestone and sandstone cliffs, but frequently found along railroads. It has also been found growing as a roadside weed and a weed of sandy cultivated ground. Look for it in dry, open or sparsely wooded areas as well.",non-native,Apparently introduced into the Chicago Region from farther west.,,,,,,,<i>Descurainia</i> is named after the 18th Century French botanist and physician Francois Descourain (1658-1740). <i>Pinnata</i> means feather-shaped.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,,has other records,has other records,has other records,,has other records,has other records,,has other records
DESO2,PLANT,DUMMYDATA,"Annual or biennial herb, 30 cm - 0.8 m tall, erect.",Stems,"multiple, from a thick taproot, branching above, densely whitish-hairy (some of the hairs star-shaped).",Leaves,"alternate, two to three times pinnately divided, stalkless, to 14 cm long, to 7 cm wide, becoming smaller upward, with star-shaped hairs. Leaf segments linear or narrowly reverse lance-shaped (with the narrow end toward the stem).",Flowers,"in a loose, branched cluster (raceme), which is borne terminally on a stem. Sepals four, yellowish green, linear. Petals four, yellow, small (flowers 3 mm wide), spatula-shaped, slightly recurved. Stamens six.",Fruit,"a long, narrow pod (silique), on a thin, widely ascending stalk (stalks to 1.5 cm long), 1.5 - 2.5 cm long, 0.5 - 1 mm wide, linear. Seeds in one row in each chamber, 12 to 25 seeds per row.",,,,,,,,,,,,,"<i>Descurainia pinnata</i> ssp. <i>brachycarpa</i> is similar but has shorter pods, hairy-glandular stems, and slightly less divided leaves.",DEPIB,,,,,,,,,,mid May to early July,Occurs sparingly in waste ground and along railroads. It is also found growing as a barnyard weed.,non-native,Introduced from Europe.,,,,,,,<i>Descurainia</i> is named after the 18th Century French botanist and physician Francois Descourain (1658-1740).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,has other records,has other records,has other records,,has other records,,has other records,,has other records,has other records,,,has other records,,has other records,,,has other records,,,,,
DIMU2,PLANT,DUMMYDATA,"Annual or perennial herb, 20 cm - 0.5 m tall, erect or sprawling, branched from base.",Stems,smooth or sparsely hairy.,Leaves,"mainly at or near base, reverse lance-shaped with the narrow end toward the stem, bases long-tapering, margins coarsely toothed or sometimes pinnately divided.",Flowers,"yellow. Sepals four, erect or ascending, 2.5 - 5 mm long. Petals four, 4 - 7 mm long, bases narrowed. Stamens six.",Fruit,"a long, narrow pod, not on a stipe (a type of supporting stalk), ascending, 2 - 4 cm long, 2 mm wide, each of the two sides with a prominent midvein. Seeds in two rows in each chamber.",,,,,,,,,,,,,"<i>Diplotaxis tenuifolia</i> is similar but has shorter sepals (5 - 8 mm long), leaves above the base, and fruit which is on a stipe.",DITE4,,,,,,,,,,early May to late October,"A weed typically found on lawns, roadsides, and along railroads. Also found in sandy disturbed ground, especially along the shore of Lake Michigan.",non-native,Introduced from Europe.,,,,,,,"<i>Diplotaxis</i> comes from the Greek word <i>diploos</i>, meaning double, and <i>taxis</i>, meaning row, which refers to the double row of seeds in the pod. <i>Muralis</i> means “slender leaves.”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,,has other records,,has other records,,,has other records,has other records,has other records,,has other records,has other records,,,,,has other records,,has other records,,,has other records
DITE4,PLANT,DUMMYDATA,"Perennial herb, 30 cm - 0.8 m tall, erect.",Stems,smooth or nearly smooth.,Leaves,"below the middle of the stem, reverse lance-shaped (with the narrow end toward the stem) to narrowly oblong, margins toothed to more often pinnately divided, somewhat fleshy with a whitish waxy coating (glaucous). The leaves have an unpleasant smell when crushed.",Flowers,"yellow. Sepals 5 - 8 mm long. Petals four, over 1 cm long. Stamens six.",Fruit,"a long, narrow pod, on a stipe (a type of supporting stalk), ascending, 2 - 5 cm long, each of the two sides with a prominent midvein. Seeds in two rows in each chamber.",,,,,,,,,,,,,"<i>Diplotaxis muralis</i> is similar but has longer sepals (2.5 - 5 mm long), leaves mainly at or near the base, and fruit which is not on a stipe.",DIMU2,,,,,,,,,,late May to late September,Rare in the Chicago Region. Has been found along railroad tracks in ballast and on the weedy embankment of a highway. Look for it in waste ground.,non-native,Introduced from Europe.,,,,,,,"<i>Diplotaxis</i> comes from the Greek word <i>diploos</i>, meaning double, and <i>taxis</i>, meaning row, which refers to the double row of seeds in the pod. <i>Tenuifolia</i> means “of walls.”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,,,,,,,,,,,has other records,,,,,,,,,,,
DRBR,PLANT,DUMMYDATA,"Annual herb, to 20 cm tall, erect.",Stem,"single or multiple from the base, from a small taproot, branching, erect, purplish, with densely appressed forked hairs.",Lower leaves,"alternate, stalked, egg-shaped, tips rounded to slightly pointed, margins typically with two small teeth. Leafstalks to 5 mm long and flattened. The leaves and leafstalks are densely covered with appressed forked hairs like the stem.",Upper leaves,"alternate, stalkless, becoming lance-shaped to nearly linear, margins non-toothed, densely hairy.",Flowers,"in a dense, hairy, branched cluster (raceme), which is borne terminally and laterally on a stem. Sepals four, purplish. Petals four or none, erect to spreading, white or yellow, to 3 mm long, to 2 mm wide, rounded or with a slightly notched tip. Stamens six.",Fruit,"a pod (silicle), 2.5 - 4 mm long, 0.8 - 1.4 mm wide, flattened, oblong-elliptic, smooth.",,,,,,,,,,,"Both <i>Draba reptans</i> and <i>D. verna</i> are similar but have leaves confined to the lower (<i>D. reptans</i>) and basal (<i>D. verna</i>) areas. The flowers of <i>D. verna</i> are deeply cleft, and the silicles of <i>D. reptans</i> are more than 5 mm long and 1.3 mm wide.",DRRE2,DRVE2,,,,,,,,,,"Known only from a single collection made in DeKalb County, Illinois, although unconfirmed reports exist. Look for it in lawns, fields, prairies, woods, roadsides, open sandy areas, and along railroads.",non-native,Apparently introduced to the Chicago Region from the southern states.,,,,,,,"<i>Draba</i> comes from the Greek word <i>drabe</i> (which was also once a Greek word for a cress plant), meaning sharp or acrid, which refers to the burning taste of the leaves.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,,,,,,,,,,,,,,,,,,,,,
DRRE2,PLANT,DUMMYDATA,"Annual herb, 5 - 20 cm tall, erect.",Stem,"single or multiple from the base, from a branched taproot, branching, purplish below, erect, hairy, becoming hairless towards top.",Leaves,"mostly basal (with a few stem leaves near the base), alternate, 1 - 3 cm long, reverse lance-shaped (with the narrow end toward the stem) to spatula-shaped or reverse egg-shaped (with the narrow end toward the stem), bases tapering, tips rounded, margins non-toothed, covered with stalked, star-shaped hairs.",Flowers,"in a dense, branched cluster (raceme), which is borne terminally on the stem. The raceme axis is 5 mm - 2 cm long and smooth. Sepals four, erect, green, oblong-elliptic, smooth. Petals four or none, white, to 5 mm long, tips rounded or slightly notched, bases narrowed. Stamens six.",Fruit,"an elongated pod (silicle), erect or ascending, 1 - 2 cm long, 2 - 3 mm wide, flattened, linear, smooth to minutely hairy. The fruit stalk mostly a third to half as long as the pod.",,,,,,,,,,,,,"Both <i>Draba brachycarpa</i> and <i>D. verna</i> are similar but have leaves throughout the plant (<i>D. brachycarpa</i>) or confined to the basal (<i>D. verna</i>) area. The flowers of <i>D. verna</i> are deeply cleft, and the silicles of <i>D. brachycarpa</i> are less than 5 mm long and 1.3 mm wide.",DRBR,DRVE2,,,,,,,,,early April to late May,"A common plant found in several habitats in the Chicago Region, including sand barrens, dolomite glades, gravelly hill prairies, and disturbed roadsides (especially where limestone is at or near the surface).",native,,,,,,,,"<i>Draba</i> comes from the Greek word <i>drabe</i> (which was also once a Greek word for a cress plant), meaning sharp or acrid, which refers to the burning taste of the leaves. <i>Reptans</i> means creeping.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,,has other records,has other records,has other records,has other records,has other records,,has other records,has other records,,has other records
DRVE2,PLANT,DUMMYDATA,"Annual herb, 5 - 20 cm tall, erect.",Stem,"rounded, single or multiple from the base, from a small taproot, typically unbranched, erect, thin, with forked hairs.",Leaves,"in a basal rosette, 1 - 2 cm long, 3 - 4 mm wide, hairy. The lowest leaves stalked and spatula-shaped. Upper leaves stalkless, spatula-shaped, tips pointed, margins non-toothed or with one or two teeth per margin.",Flowers,"in a dense, branched cluster (raceme), which is borne terminally on the stem. The raceme axis is mostly smooth. Flowers 2 - 3 mm wide. Sepals four, green, margins whitish, strongly cupped, with forked hairs. Petals four, white, tips deeply notched (lobes rounded), bases narrowed. Stamens six.",Fruit,"a pod (silicle), 4 - 10 mm long, 2 - 4 mm wide, flattened, rounded to egg-shaped, smooth. Seeds many. Two-valved.",,,,,,,,,,,,,"<i>Draba verna</i> is distinguished from <i>D. brachycarpa</i> and <i>D. reptans</i> by having deeply cleft flowers and leaves that are all basal. <i>Draba brachycarpa</i> has leaves throughout, and <i>D. reptans</i> has leaves confined to the lower half of the stem.",DRBR,DRRE2,,,,,,,,,late March to late May,"Locally abundant in sandy and gravelly soil, frequently in sandy nursery plots. Also found along roads, railroads, and disturbed areas. Mass blooming of this plant is an early spring feature along railroads in rural LaPorte County, Indiana.",non-native,Introduced from Europe.,,,,,,,"<i>Draba</i> comes from the Greek word <i>drabe</i> (which was also once a Greek word for a cress plant), meaning sharp or acrid, which refers to the burning taste of the leaves. <i>Verna</i> means Spring.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,has other records,has other records,has other records,,has other records,has other records,,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,,has other records,,,has other records
ERGA,PLANT,DUMMYDATA,"Annual or biennial herb, 30 cm - 0.6 m tall, erect.",Stem,with unbranched hairs.,Lower leaves,"deeply pinnately divided, to 15 cm long, reverse lance-shaped with the narrow end toward the stem, margins toothed, sparsely hairy. The upper leaflet is the longest.",Stem leaves,"alternate, not clasping, reducing in size upwards, sparsely hairy.",Flowers,"in a dense, branched cluster (raceme). The racemes have bracts below. Stalks slender, ascending, 6 - 10 mm long. Sepals four, erect. Petals four, pale yellow or whitish, 4 - 8 mm long, tips rounded, bases narrowing. Stamens six.",Fruit,"a long, narrow pod, ascending and often upcurved, 2 - 4 cm long, four-angled, with a 3 mm long beak. Seeds in one row in each chamber.",,,,,,,,,,,,,,,,,,,,,,late April to late October,An increasingly common weed of railroad ballast and waste ground.,non-native,Introduced from Europe.,,,,,,,<i>Erucastrum</i> means “resembling <i>Eruca</i>.” <i>Eruca</i> is a genus in Brassicaceae. <i>Gallicum</i> means “of or from France.”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,,has other records,,has other records,has other records,,has other records,,has other records,has other records,,has other records,has other records,,has other records
ERCH9,PLANT,DUMMYDATA,"Annual herb, 20 cm - 1 m tall, erect.",Stem,"usually unbranched, very hairy.",Leaves,"alternate, linear to oblong, margins mostly non-toothed, hairy.",Flowers,"in a long, dense, branched cluster (raceme). Stalks widely spreading, slender, 6 - 14 mm long. Sepals four, 2 - 3.5 mm long. Petals four, pale to bright yellow, 3.5 - 5 mm long. Stamens six.",Fruit,"a long, narrow pod, erect to ascending, 1.2 - 3 cm long, four-angled, hairy. Seeds in one row.",,,,,,,,,,,,,"<i>Erysimum hieraciifolium</i>, <i>E. inconspicuum</i>, and <i>E. repandum</i> all have petals that exceed 5 mm long, sepals that exceed 3.5 mm long, and fruit that exceeds 3 cm long.",ERHI8,ERIN7,ERRE4,,,,,,,,mid May to early September,"In the Chicago Region, this is an uncommon but widespread weed of nitrogen-rich soils. It has become naturalized in many disturbed areas such as along roads, railroads, and in fields. Also found in barnyards, cultivated ground, and areas where grain has been accidentally scattered.",non-native,Introduced from Eurasia.,,,,,,,"<i>Erysimum</i> comes from the Greek word <i>eryomai</i>, meaning “to help or save,” which refers to the medicinal qualities of some species. <i>Cheiranthoides</i> means “like <i>Cheiranthus</i>,” which is the genus name for the wallflower.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has other records,has other records,has other records,has other records,,has other records,has other records,has other records,has other records,has other records,has other records,has other records,has other records,,,has other records,has other records,has other records,has other records,,has other records,has other records,,has other records
